The	O
impact	O
of	O
pediatric	O
chronic	O
kidney	O
disease	O
-LRB-CKD-RRB-	O
on	O
acquisition	O
of	O
volumetric	O
bone	O
mineral	O
density	O
-LRB-BMD-RRB-	O
and	O
cortical	O
dimensions	O
is	O
lacking	O
.	O
To	O
address	O
this	O
issue	O
we	O
obtained	O
tibia	O
quantitative	O
computed	O
tomography	O
scans	O
from	O
103	O
patients	O
age	O
5-21	O
years	O
with	O
CKD	O
-LRB-26	O
on	O
dialysis-RRB-	O
at	O
baseline	O
and	O
12	O
months	O
later	O
.	O
Gender,	O
ethnicity,	O
tibia	O
length	O
and/or	O
age-specific	O
Z-scores	O
were	O
generated	O
for	O
trabecular	O
and	O
cortical	O
BMD,	O
cortical	O
area,	O
periosteal	O
and	O
endosteal	O
circumference,	O
and	O
muscle	O
area	O
based	O
on	O
over	O
700	O
reference	O
subjects	O
.	O
Muscle	O
area,	O
cortical	O
area,	O
and	O
periosteal	O
and	O
endosteal	O
Z-scores	O
were	O
significantly	O
lower	O
at	O
baseline	O
compared	O
to	O
the	O
reference	O
cohort	O
.	O
Cortical	O
BMD,	O
cortical	O
area	O
and	O
periosteal	O
Z-scores	O
all	O
exhibited	O
a	O
significant	O
further	O
decrease	O
over	O
12	O
months	O
.	O
Higher	O
parathyroid	O
hormone	O
levels	O
were	O
associated	O
with	O
significantly	O
greater	O
increases	O
in	O
trabecular	O
BMD	O
and	O
decreases	O
in	O
cortical	O
BMD	O
in	O
younger	O
patients	O
-LRB-significant	O
interaction	O
terms	O
for	O
trabecular	O
BMD	O
and	O
cortical	O
BMD-RRB-	O
.	O
The	O
estimated	O
GFR	O
was	O
not	O
associated	O
with	O
changes	O
in	O
BMD	O
Z-scores	O
independent	O
of	O
parathyroid	O
hormone	O
.	O
Changes	O
in	O
muscle	O
and	O
cortical	O
area	O
were	O
significantly	O
and	O
positively	O
associated	O
in	O
control	O
subjects	O
but	O
not	O
in	O
CKD	O
patients	O
.	O
Thus,	O
children	O
and	O
adolescents	O
with	O
CKD	O
have	O
progressive	O
cortical	O
bone	O
deficits	O
related	O
to	O
secondary	O
hyperparathyroidism	O
and	O
potential	O
impairment	O
of	O
the	O
functional	O
muscle-bone	O
unit	O
.	O
Interventions	O
are	O
needed	O
to	O
enhance	O
bone	O
accrual	O
in	O
childhood-onset	O
CKD	O
.	O
Introduction	O
Children	O
with	O
chronic	O
kidney	O
disease	O
-LRB-CKD-RRB-	O
have	O
multiple	O
risk	O
factors	O
for	O
impaired	O
bone	O
accrual,	O
including	O
poor	O
growth,	O
delayed	O
maturation,	O
muscle	O
deficits,	O
decreased	O
physical	O
activity,	O
abnormal	O
mineral	O
metabolism	O
and	O
secondary	O
hyperparathyroidism	O
.	O
We	O
recently	O
reported	O
that	O
childhood-onset	O
CKD	O
was	O
associated	O
with	O
significant	O
deficits	O
in	O
cortical	O
volumetric	O
bone	O
mineral	O
density	O
-LRB-BMD-RRB-,	O
cortical	O
dimensions	O
and	O
muscle	O
area,	O
as	O
measured	O
by	O
peripheral	O
quantitative	O
computed	O
tomography	O
-LRB-pQCT-RRB-.1,	O
2	O
CKD	O
was	O
also	O
associated	O
with	O
elevated	O
trabecular	O
BMD	O
in	O
younger	O
participants	O
only	O
.	O
The	O
cross-sectional	O
design	O
limited	O
the	O
assessment	O
of	O
determinants	O
of	O
bone	O
abnormalities	O
and	O
associations	O
between	O
bone	O
and	O
muscle	O
outcomes	O
.	O
To	O
our	O
knowledge,	O
longitudinal	O
studies	O
of	O
bone	O
accrual	O
in	O
childhood	O
CKD,	O
in	O
the	O
absence	O
of	O
intervening	O
renal	O
transplantation,	O
are	O
limited	O
to	O
series	O
of	O
7-18	O
participants.3-6	O
These	O
studies	O
were	O
further	O
limited	O
by	O
the	O
use	O
of	O
dual	O
energy	O
x-ray	O
absorptiometry	O
-LRB-DXA-RRB-	O
measures	O
of	O
areal	O
BMD	O
.	O
DXA	O
is	O
a	O
two-dimensional	O
projection	O
technique	O
that	O
obscures	O
distinct	O
CKD	O
effects	O
on	O
trabecular	O
and	O
cortical	O
bone,7	O
and	O
underestimates	O
volumetric	O
BMD	O
in	O
children	O
with	O
growth	O
failure.8	O
The	O
objectives	O
of	O
this	O
prospective	O
cohort	O
study	O
were:	O
1-RRB-	O
to	O
assess	O
changes	O
in	O
trabecular	O
and	O
cortical	O
volumetric	O
BMD	O
and	O
cortical	O
dimensions	O
over	O
a	O
one	O
year	O
interval	O
in	O
children	O
and	O
adolescents	O
with	O
mild	O
to	O
severe	O
CKD,	O
2-RRB-	O
to	O
identify	O
correlates	O
of	O
changes	O
in	O
pQCT	O
parameters	O
including	O
CKD	O
progression,	O
intact	O
parathyroid	O
hormone	O
-LRB-iPTH-RRB-	O
levels,	O
and	O
medications,	O
and	O
3-RRB-	O
to	O
assess	O
the	O
relations	O
between	O
changes	O
in	O
muscle	O
area	O
and	O
bone	O
dimensions	O
-LRB-the	O
functional	O
muscle-bone	O
unit-RRB-	O
compared	O
with	O
longitudinal	O
data	O
in	O
healthy	O
reference	O
participants	O
.	O
Results	O
Participant	O
Characteristics	O
This	O
report	O
describes	O
103	O
CKD	O
participants	O
with	O
two	O
pQCT	O
scans,	O
a	O
median	O
12.5	O
months	O
apart	O
-LSB-interquartile	O
range	O
-LRB-IQR-RRB-	O
12.1,	O
13.2-RSB-,	O
including	O
83	O
from	O
the	O
prior	O
cross-sectional	O
study.2	O
The	O
focus	O
of	O
this	O
study	O
is	O
determinants	O
of	O
changes	O
in	O
bone,	O
therefore,	O
this	O
cohort	O
includes	O
an	O
additional	O
20	O
participants	O
that	O
were	O
ineligible	O
for	O
the	O
prior	O
study	O
due	O
to	O
a	O
history	O
of	O
solid	O
organ	O
transplantation	O
.	O
All	O
prior	O
renal	O
transplant	O
recipients	O
in	O
this	O
study	O
were	O
on	O
dialysis;	O
median	O
interval	O
since	O
transplantation	O
of	O
5.1	O
-LRB-IQR	O
3.9,	O
7.2-RRB-	O
years	O
and	O
a	O
median	O
interval	O
since	O
starting	O
dialysis	O
of	O
11	O
-LRB-IQR	O
2,	O
56-RRB-	O
months	O
.	O
Baseline	O
characteristics	O
are	O
summarized	O
in	O
Table	O
1	O
.	O
The	O
reference	O
participants	O
have	O
been	O
