Three	B-time
new	I-time
species	I-time
of	I-time
Angiosperms	I-time
have	B-exercise
been	I-exercise
found	I-exercise
in	I-exercise
four	I-time
short	I-time
collection	I-time
trips	O
to	O
the	O
same	O
protected	O
reserveEstao	O
Ecolgica	O
Estadual	O
de	B-time
Wenceslau	I-time
Guimaresand	I-time
neighboring	I-time
areas	I-time
in	I-time
the	I-time
Atlantic	O
Forest	B-time
in	I-time
the	I-time
south	I-time
of	I-time
the	I-time
Brazilian	I-time
state	I-time
of	O
Bahia	O
.	O
These	B-time
new	I-time
species	I-time
belong	I-time
to	I-time
three	I-time
genera	B-time
from	I-time
three	I-time
distinct	I-time
lineages	I-time
in	I-time
the	B-time
family	I-time
Melastomataceae:	I-time
Huberia,	I-time
Meriania	I-time
and	O
Physeterostemon	O
.	O
The	B-time
description	I-time
of	I-time
these	I-time
species	I-time
represent	I-time
a	B-exercise
good	I-exercise
example	I-exercise
of	I-exercise
a	I-exercise
Linnean	O
shortfall,	B-time
i.e.,	I-time
the	I-time
absence	I-time
of	I-time
basic	I-time
knowledge	I-time
about	B-ecosystem
the	I-ecosystem
biodiversity	I-ecosystem
in	I-ecosystem
the	I-ecosystem
area,	I-ecosystem
as	B-exercise
well	I-exercise
as	I-exercise
in	I-exercise
tropical	I-exercise
forests	I-ecosystem
as	O
a	O
whole	O
.	O
The	B-time
description	I-time
of	I-time
these	I-time
probably	I-exercise
endemic	B-time
species	I-time
per	I-time
se	I-time
is	I-time
a	B-time
signal	I-time
that	I-time
this	I-time
area	I-time
deserves	I-time
more	B-time
attention	I-time
regarding	I-exercise
research	I-exercise
and	I-time
policies,	B-time
but	I-time
its	I-time
consequences	I-time
go	I-time
farther:	I-time
this	I-time
area	I-time
has	B-exercise
a	I-exercise
relevant	I-exercise
role	I-time
as	I-exercise
a	I-exercise
phylogenetic	B-time
-LRB-both	I-time
genetic	I-time
and	I-time
morphological-RRB-	I-time
stock,	I-time
and	B-exercise
thus	I-exercise
is	I-exercise
also	I-exercise
valuable	I-time
as	O
a	O
phylogenetic	O
conservation	O
priority	O
.	O
Introduction	B-ecosystem
Studies	I-ecosystem
on	I-ecosystem
biodiversity	I-ecosystem
and	I-ecosystem
evolutionary	I-time
biology	I-time
have	B-time
been	I-time
traditionally	I-time
hindered	I-time
by	I-time
gaps	I-time
in	B-time
basic,	I-time
natural	I-time
history	I-time
knowledge,	I-time
no	I-time
matter	I-time
what	B-time
kind	I-time
of	I-time
